도서관명,시도명,시군구명,도서관유형,운영시작시각,운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수
무지개영어도서관,서울특별시,은평구,작은도서관,13:00,18:00,16,2200,0,0,0,0
꿈꾸는 작은도서관,서울특별시,은평구,작은도서관,10:00,20:00,40,2200,0,0,0,0
꿈마을작은도서관,경기도,군포시,작은도서관,14:00,18:00,40,2206,0,0,3,7
자양제4동도서관,서울특별시,광진구,공공도서관,9:00,19:00,98,22234,0,0,3,21
충주시립도서관,충청북도,충주시,공공도서관,9:00,22:00,581,222657,113,8897,211725,14
우당도서관,제주특별자치도,제주시,공공도서관,9:00,22:00,1305,225091,449,27044,5,15
간납대작은도서관,전라북도,전주시,작은도서관,10:00,18:00,9,2251,0,0,3,8
청송군립진보공공도서관,경상북도,청송군,공공도서관,9:00,22:00,206,22589,15,0,3,14
불광천 작은도서관(응암정보도서관 운영),서울특별시,은평구,작은도서관,09:00,18:00,10,2300,0,0,0,0
손기정정보도서관,서울특별시,중구,작은도서관,9:00,18:00,30,23043,15,204,5,14
중앙도서관,경기도,시흥시,공공도서관,9:00,22:00,738,234626,44,15309,6,14
속초시립도서관,강원도,속초시,공공도서관,9:00,23:00,203,23500,60,200,3,14
성락작은도서관,대전광역시,중구,작은도서관,15:00,17:00,50,2360,29,0,3,15
관산작은도서관,경기도,고양시,작은도서관,9:00,18:00,0,23824,0,16,3,7
청천도서관,인천광역시,부평구,공공도서관,9:00,22:00,146,24959,76,332,5,14
해오름문고,경기도,군포시,작은도서관,14:00,17:00,20,2417,0,0,2,7
검바위초작은도서관,경기도,시흥시,작은도서관,9:00,16:30,60,2423,6,0,6,14
물망이도서관,대구광역시,수성구,공공도서관,09:00,18:00,51,24451,88,0,5,15
구산동 도서관마을,서울특별시,은평구,공공도서관,09:00,22:00,350,24505,49,882,5,14
샤론작은도서관,경기도,군포시,작은도서관,10:00,17:30,40,2462,0,0,2,7
덕진도서관 건지분관,전라북도,전주시,공공도서관,9:00,19:00,115,24730,23,0,4,14
중촌마을어린이도서관'짜장',대전광역시,중구,작은도서관,10:30,18:00,40,2500,3,0,3,15
산책마을 SH작은도서관,서울특별시,은평구,작은도서관,09:30,17:00,30,2500,0,0,0,0
꿈드림,경기도,군포시,작은도서관,9:00,18:00,12,2514,0,0,3,7
북부도서관,대구광역시,북구,공공도서관,9:00,22:00,835,252334,65,19392,3,15
완산도서관,전라북도,전주시,공공도서관,9:00,22:00,586,252893,20,23286,4,14
지혜누리작은도서관,서울특별시,은평구,작은도서관,13:00,17:00,20,2555,0,0,0,0
중앙도서관,경기도,용인시,공공도서관,7:00,0:00,556,257350,122,2980,7,21
주품북까페,경기도,군포시,작은도서관,10:00,18:00,60,2591,0,0,3,7
개금2동책마루,부산광역시,부산진구,작은도서관,09:00,18:00,3,2597,0,0,2,7
쁘레네 작은도서관별찌,경기도,군포시,작은도서관,11:00,17:00,15,2602,0,0,2,7
구암도서관,대전광역시,유성구,공공도서관,8:00,22:00,138,26186,63,0,3,14
옥구공원숲속도서관,경기도,시흥시,작은도서관,10:00,17:00,30,2654,6,0,6,14
산본도서관,경기도,군포시,공공도서관,7:00,12:00,640,266028,110,21550,7,14
신천도서관,경기도,시흥시,공공도서관,10:00,18:00,45,27267,13,215,6,14
목천읍작은도서관,충청남도,천안시,작은도서관,10:00,17:00,40,2788,5,0,5,14
금호새마을문고,대전광역시,중구,작은도서관,15:00,17:00,20,2800,0,0,3,15
희망작은도서관,경상남도,하동군,작은도서관,10:00,18:00,30,2800,0,0,3,7
바다의 별 작은도서관,서울특별시,은평구,작은도서관,09:00,18:00,50,2800,0,0,0,0
책놀이터작은도서관,경기도,군포시,작은도서관,13:00,19:00,22,2812,0,0,2,7
까치마을 작은도서관,부산광역시,사하구,작은도서관,9:00,21:00,6,2822,0,0,3,7
부개도서관,인천광역시,부평구,공공도서관,9:00,22:00,205,29100,49,1016,5,14
은평뉴타운 상림마을 14단지 마을문고,서울특별시,은평구,작은도서관,13:30,17:30,20,2900,0,0,0,0
중앙도서관,경기도,군포시,공공도서관,9:00,18:00,504,291709,146,7369,7,14
전포2동북카페,부산광역시,부산진구,작은도서관,09:00,18:00,12,2932,0,0,2,7
캐슬문고,서울특별시,은평구,작은도서관,11:00,18:00,35,2934,0,0,0,0
경천애인작은도서관,전라북도,완주군,작은도서관,09:00,18:00,30,2940,10,0,3,14
중봉도서관,경기도,김포시,공공도서관,8:00,23:00,550,294066,226,7447,10,14
사당솔밭도서관,서울특별시,동작구,공공도서관,9:00,22:00,280,29553,33,353,5,14
사랑이있는작은도서관,경기도,군포시,작은도서관,10:00,18:00,48,2958,0,0,2,7
신원도서관,경기도,고양시,공공도서관,7:00,23:00,170,29612,153,617,7,14
은행선화동마을문고,대전광역시,중구,공공도서관,9:00,18:00,20,2964,0,0,3,15
증산동 도서사랑방(증산동 주민센터),서울특별시,은평구,작은도서관,09:00,18:00,3,2989,0,0,0,0
영중꿈나무도서관,경기도,포천시,어린이도서관,09:00,18:00,68,29959,5,1717,7,14
세화2리갯머리,제주특별자치도,서귀포시,작은도서관,13:00,18:00,50,3040,0,0,3,14
토산1리웃토산,제주특별자치도,서귀포시,작은도서관,15:00,20:00,20,3100,0,0,3,14
온평열운이,제주특별자치도,서귀포시,작은도서관,13:30,18:00,22,3140,0,0,3,14
삼달리,제주특별자치도,서귀포시,작은도서관,13:00,18:00,20,3367,0,0,3,14
신례1리예촌,제주특별자치도,서귀포시,작은도서관,15:00,20:00,29,3795,0,0,3,14
삼산도서관,인천광역시,부평구,공공도서관,9:00,22:00,171,30470,40,239,5,14
MBL문고,서울특별시,은평구,작은도서관,13:00,21:00,5,300,0,0,0,0
푸른풀밭 작은도서관,서울특별시,은평구,작은도서관,10:00,19:00,30,3000,0,0,0,0
이웃사랑 작은도서관,서울특별시,은평구,작은도서관,12:00,18:00,30,3000,0,0,0,0
즐겨찾기 작은 도서관,서울특별시,은평구,작은도서관,10:00,19:00,14,3000,0,0,0,0
군포새마을문고,경기도,군포시,작은도서관,9:00,18:00,20,3000,0,0,3,14
큰뿌리독서원,부산광역시,금정구,작은도서관,12:00,18:00,18,3000,0,0,3,14
진잠도서관,대전광역시,유성구,공공도서관,8:00,22:00,117,30000,0,0,3,14
목포시립도서관,전라남도,목포시,공공도서관,9:00,22:00,990,301518,313,5131,5,14
상림마을작은도서관,서울특별시,은평구,공공도서관,09:00,22:00,60,30232,49,0,5,14
북면바로내작은도서관,충청남도,천안시,작은도서관,10:00,17:00,10,3038,6,0,5,14
누림관나눔작은도서관,경기도,군포시,작은도서관,14:00,18:00,12,3043,0,0,5,14
녹번만화도서관,서울특별시,은평구,작은도서관,09:00,17:30,10,3073,0,0,0,0
토리작은도서관,경기도,군포시,작은도서관,14:00,18:00,14,3113,0,0,2,14
중앙도서관,경상북도,경주시,공공도서관,08:00,21:00,130,31256,42,0,5,14
어린이청소년도서관 더불어숲,대구광역시,북구,공공도서관,10:00,19:00,65,31330,10,1420,5,10
설림도서관,전라북도,군산시,공공도서관,9:00,22:00,229,31663,57,0,3,14
답십리도서관,서울특별시,동대문구,공공도서관,9:00,22:00,171,32834,146,1302,4,14
삼립식품작은도서관,경기도,시흥시,작은도서관,9:00,19:00,37,3206,6,193,6,14
매화도서관,경기도,시흥시,공공도서관,10:00,18:00,92,3238,11,155,6,14
오류동마을문고,대전광역시,중구,공공도서관,9:00,18:00,20,3249,0,0,3,15
부곡2단지작은도서관,경기도,군포시,작은도서관,15:00,19:00,40,3258,0,0,2,14
덕진품애작은도서관,전라북도,전주시,작은도서관,10:00,19:00,23,3264,0,0,3,10
머드레작은도서관,부산광역시,금정구,작은도서관,13:00,17:00,12,3300,0,0,3,14
은광교회도서관,서울특별시,은평구,작은도서관,10:00,18:00,60,33000,0,0,0,0
다모아 작은도서관,부산광역시,사하구,작은도서관,9:00,21:00,6,3317,0,0,3,7
중촌동마을문고,대전광역시,중구,공공도서관,10:00,17:00,8,3327,0,0,0,15
구갈희망누리도서관,경기도,용인시,공공도서관,9:00,18:00,64,33305,12,0,7,21
서귀포시서부도서관,제주특별자치도,서귀포시,공공도서관,9:00,22:00,242,33573,20,1713,5,15
율곡마을작은도서관,경기도,군포시,작은도서관,10:00,17:00,12,3359,0,0,3,7
완주군립둔산영어도서관,전라북도,완주군,공공도서관,08:00,22:00,178,33597,60,3820,5,20
서동작은도서관,부산광역시,금정구,작은도서관,10:00,18:00,30,3363,0,0,3,14
인덕문고,서울특별시,은평구,작은도서관,09:00,18:00,20,3378,0,0,0,0
숭인마루 작은도서관,서울특별시,종로구,작은도서관,9:00,18:00,18,3420,0,0,3,10
수성구립고산어린이도서관,대구광역시,수성구,공공도서관,13:00,21:00,75,34205,14,13,5,15
서문어린이도서관,서울특별시,은평구,작은도서관,09:00,16:00,50,3444,0,0,0,0
완주군립중앙도서관,전라북도,완주군,공공도서관,09:00,22:00,340,34506,71,4027,5,20
책숲길도서관,대구광역시,수성구,공공도서관,09:00,18:00,125,34522,317,0,5,15
광덕면작은도서관,충청남도,천안시,작은도서관,10:00,17:00,24,3477,4,0,5,14
정임도서관,서울특별시,은평구,작은도서관,10:00,17:00,25,3497,0,0,0,0
당정문화도서관,경기도,군포시,작은도서관,9:00,18:00,97,34988,33,0,7,14
다문화도서관,부산광역시,사상구,작은도서관,09:00,18:00,28,3500,0,0,3,21
늘푸른도서관,대전광역시,중구,작은도서관,8:30,16:00,44,3500,0,0,3,15
벧엘사랑문고,서울특별시,은평구,작은도서관,12:00,19:00,18,3500,0,0,0,0
징검다리 도서관,서울특별시,은평구,작은도서관,10:00,19:00,10,3500,0,0,0,0
평안골작은도서관,경기도,시흥시,작은도서관,10:00,17:00,36,3591,1,0,6,14
큰꿈어린이도서관,경기도,군포시,작은도서관,10:00,18:00,25,3592,0,0,2,7
늘소망 작은도서관,부산광역시,사상구,작은도서관,10:00,18:00,15,3600,0,0,0,0
롯데캐슬문고,서울특별시,은평구,작은도서관,13:00,17:00,16,3600,0,0,0,0
증평군립도서관,충청북도,증평군,공공도서관,09:00,22:00,601,36329,38,3533,2,14
중랑숲어린이도서관,서울특별시,중랑구,공공도서관,9:00,18:00,173,36533,0,0,4,14
목동 마을문고,대전광역시,중구,공공도서관,9:00,18:00,56,3754,0,0,3,15
도담도담 한옥도서관,서울특별시,종로구,작은도서관,10:00,19:00,30,3777,0,0,3,10
도담도담 한옥도서관,서울특별시,종로구,작은도서관,10:00,18:00,30,3777,0,0,3,10
덕진도서관 쪽구름분관,전라북도,전주시,공공도서관,9:00,19:00,62,37939,20,0,4,14
장곡도서관,경기도,시흥시,공공도서관,10:00,21:00,125,37978,25,490,6,14
강촌공원작은도서관,경기도,고양시,작은도서관,10:00,19:00,0,3801,0,0,3,7
상도국주도서관,서울특별시,동작구,공공도서관,9:00,22:00,100,38075,11,1092,5,14
지혜만들기 작은도서관,서울특별시,종로구,작은도서관,10:00,17:00,16,3812,0,0,3,10
봉숭아꽃 작은도서관,충청북도,충주시,작은도서관,9:00,18:00,11,3826,4,0,3826,14
개금1동책사랑쉼터,부산광역시,부산진구,작은도서관,09:00,18:00,5,3850,0,0,3,7
중구구립도서관,서울특별시,중구,공공도서관,7:00,23:00,140,38579,50,1039,5,14
책뜨락 혜윰,경기도,군포시,작은도서관,10:00,20:30,50,3883,0,0,5,7
창신1동하람 작은도서관,서울특별시,종로구,작은도서관,10:00,17:00,30,3887,0,0,3,10
진로도서관,경기도,시흥시,공공도서관,10:00,19:00,50,39317,14,521,6,14
Book JoA 작은도서관,부산광역시,남구,작은도서관,9:00,18:00,15,4000,0,0,6400,7
감만꿈터,부산광역시,남구,작은도서관,9:00,18:00,20,4250,0,0,7500,14
책나무그늘 도서관(일신님∥아파트),부산광역시,남구,작은도서관,13:00,18:00,24,4615,30,0,12000,7
상창바람소리,제주특별자치도,서귀포시,작은도서관,17:00,21:00,20,4930,0,0,3,14
동광해바른,제주특별자치도,서귀포시,작은도서관,17:00,21:00,40,4932,0,0,3,14
북한산 힐스테이트 1차 솔숲문고,서울특별시,은평구,작은도서관,13:00,17:00,20,4000,0,0,0,0
은평뉴타운 5단지 문고,서울특별시,은평구,작은도서관,11:00,16:00,36,4000,0,0,0,0
은평뉴타운 상림마을 제7단지 문고,서울특별시,은평구,작은도서관,13:00,18:00,20,4022,0,0,0,0
송산도서관,경기도,화성시,공공도서관,9:00,22:00,406,40221,81,1625,5,14
센트럴파크2단지문고,대전광역시,중구,작은도서관,13:30,17:30,30,4032,0,0,3,15
무악다솜방,서울특별시,종로구,작은도서관,9:00,18:00,30,4055,0,0,3,10
여수시립율촌도서관,전라남도,여수시,공공도서관,07:30,22:00,338,40554,22,0,40554,288
대전점자도서관,대전광역시,중구,작은도서관,9:00,18:00,30,4075,0,0,3,15
불광2동 자치회관문고(불광2동 주민센터),서울특별시,은평구,작은도서관,09:00,18:00,12,4084,0,0,0,0
어린이도서관,대전광역시,서구,어린이도서관,10:00,19:00,150,40843,8,2798,10,14
상현도서관,경기도,용인시,공공도서관,7:00,0:00,580,40874,103,428,7,21
수색장로교회도서관,서울특별시,은평구,작은도서관,10:00,17:00,20,41000,0,0,0,0
용두동 마을문고,대전광역시,중구,공공도서관,9:00,18:00,22,4115,0,0,3,15
문창동마을문고,대전광역시,중구,공공도서관,9:00,18:00,20,4124,0,0,3,15
공군제8249부대,경기도,군포시,작은도서관,9:00,22:00,24,4130,0,0,5,14
창이 작은도서관,서울특별시,종로구,작은도서관,10:00,19:00,22,4161,0,0,3,10
우리마을도서관,경기도,군포시,작은도서관,9:00,18:00,35,4169,0,0,7,14
중구구립신당도서관,서울특별시,중구,공공도서관,7:00,23:00,131,42237,56,878,5,14
임피채만식도서관,전라북도,군산시,공공도서관,9:00,18:00,80,42258,9,0,3,14
혜화마을 북카페,서울특별시,종로구,작은도서관,10:00,17:00,16,4293,0,0,3,10
혜화마을 북카페,서울특별시,종로구,작은도서관,11:00,16:00,16,4293,0,0,3,10
어린이 미래도서관,대전광역시,중구,작은도서관,9:00,19:00,50,4300,0,0,3,15
학나래도서관,인천광역시,남구,공공도서관,10:00,22:00,96,43020,27,1118,5,15
연제도서관,부산광역시,연제구,공공도서관,09:00,22:00,192,43052,61,1202,5,15
문화1동마을문고,대전광역시,중구,공공도서관,9:00,18:00,15,4311,0,0,3,15
궁내동작은도서관,경기도,군포시,작은도서관,9:00,18:00,10,4316,0,0,5,14
우아문화의집 작은도서관,전라북도,전주시,작은도서관,9:00,18:00,50,4321,0,0,3,10
동작어린이도서관,서울특별시,동작구,공공도서관,9:00,18:00,130,43327,16,986,5,14
서부도서관,제주특별자치도,서귀포시,공공도서관,08:00,24:00,202,44511,24,1544,5,15
노루목작은도서관,경기도,군포시,작은도서관,9:00,18:00,46,4419,0,0,3,14
개금2동행복마을작은도서관,부산광역시,부산진구,작은도서관,09:00,18:00,30,4421,0,0,2,7
한경도서관,제주특별자치도,제주시,공공도서관,8:00,22:00,124,44224,21,1077,5,15
흥덕도서관,경기도,용인시,공공도서관,7:00,0:00,540,44292,105,146,7,21
이천시립효양도서관,경기도,이천시,공공도서관,09:00,22:00,550,44485,69,2094,5,14
양평2동공립작은도서관,서울특별시,영등포구,작은도서관,10:00,17:00,6,4487,0,0,3,14
대전다문화도서관,대전광역시,중구,작은도서관,10:00,17:00,50,4500,0,0,3,15
늘푸른작은도서관,경상남도,하동군,작은도서관,10:00,18:00,30,4500,0,0,3,7
꿈밭장애인작은도서관,전라북도,전주시,작은도서관,9:00,18:00,30,4515,28,178,5,14
당감4동사랑방마실작은도서관,부산광역시,부산진구,작은도서관,09:00,18:00,25,4518,0,0,3,10
서귀포기적의도서관,제주특별자치도,서귀포시,공공도서관,8:00,19:00,280,45498,28,1953,5,15
꿈꾸는 평창동 작은도서관,서울특별시,종로구,작은도서관,10:00,17:00,13,4597,0,0,3,10
당리 작은도서관,부산광역시,사하구,작은도서관,9:00,21:00,35,4635,0,0,3,7
서귀포시동부도서관,제주특별자치도,서귀포시,공공도서관,9:00,22:00,208,46430,16,5004,5,15
상림6 작은도서관,서울특별시,은평구,작은도서관,11:00,17:00,20,4663,0,0,0,0
응암정보도서관,서울특별시,은평구,공공도서관,09:00,22:00,250,46829,139,2166,5,14
예일솔로몬문고,부산광역시,금정구,작은도서관,12:00,20:00,20,4695,30,28,2,14
꿈꾸는i작은도서관,서울특별시,은평구,작은도서관,11:00,17:00,60,4700,0,0,0,0
농심작은도서관,경기도,군포시,작은도서관,9:00,18:00,6,4700,0,0,3,15
호암도서관,충청북도,충주시,공공도서관,9:00,18:00,12,47178,5,0,47178,14
늠내골실버작은도서관,경기도,시흥시,작은도서관,9:00,18:00,24,4719,22,0,6,14
양곡도서관,경기도,김포시,공공도서관,9:00,22:00,144,47234,78,1256,10,14
정왕어린이도서관,경기도,시흥시,공공도서관,9:00,18:00,100,47415,19,1002,6,14
홍파랑 북카페,서울특별시,종로구,작은도서관,10:00,17:00,10,4757,0,0,3,10
홍파랑 북카페,서울특별시,종로구,작은도서관,10:00,12:00,10,4757,0,0,3,10
진접푸른숲 도서관,경기도,남양주시,공공도서관,8:00,24:00,549,47778,132,1042,5,14
꿈 어린이도서관,서울특별시,은평구,작은도서관,11:00,18:00,30,4800,0,0,0,0
옥과공공도서관,전라남도,곡성군,공공도서관,09:00,22:00,152,48078,40,433,5,14
늘푸른도서관,전라북도,군산시,공공도서관,9:00,22:00,429,48241,53,0,3,14
송화도서관,경상북도,경주시,공공도서관,08:00,21:00,320,48670,77,376,5,14
부암1동책마루작은도서관,부산광역시,부산진구,작은도서관,09:00,18:00,20,4872,0,0,2,7
두빛나래어린이도서관,경기도,화성시,어린이도서관,9:00,18:00,62,48741,41,1448,5,14
둥지나래어린이도서관,경기도,화성시,어린이도서관,9:00,18:00,82,48910,60,1132,5,14
민들레작은도서관,경기도,시흥시,작은도서관,9:00,18:00,40,4899,9,7,6,14
화산골작은도서관,전라북도,완주군,작은도서관,09:00,18:00,30,4924,10,0,3,14
버드나무에부는바람,경기도,군포시,작은도서관,9:00,18:00,45,4931,0,0,3,17
매포공공도서관,충청북도,단양군,공공,9:00,18:00,118,49345,0,978,5,7
매포공공도서관,충청북도,단양군,공공도서관,09:00,18:00,118,49345,0,978,5,7
역마루 작은도서관(역촌동 주민센터),서울특별시,은평구,작은도서관,09:00,18:00,30,4959,0,0,0,0
부곡도서관,경기도,군포시,공공도서관,7:00,12:00,281,49844,84,1616,7,14
영광영재도서관,서울특별시,은평구,작은도서관,10:00,17:00,50,4999,0,0,0,0
들꽃이야기문고,부산광역시,남구,작은도서관,13:00,18:00,9,5000,200,30,8030,7
부산시여성회관 작은도서관,부산광역시,남구,작은도서관,9:00,18:00,30,5474,,,63339,7
청소년쉼터도서관,부산광역시,남구,작은도서관,13:00,18:00,40,5500,0,0,7000,7
이서별마루작은도서관,전라북도,완주군,작은도서관,09:00,18:00,30,5000,10,0,3,14
오류동 삼성아파트도서관,대전광역시,중구,작은도서관,14:00,17:00,50,5000,0,0,3,15
햇살이 따뜻한 아이마루 도서관,서울특별시,은평구,작은도서관,09:00,18:00,40,5000,0,0,0,0
미리내작은도서관,부산광역시,금정구,작은도서관,10:00,17:00,20,5000,0,0,3,14
진접도서관,경기도,남양주시,공공도서관,8:00,24:00,422,50066,133,710,5,14
대덕작은도서관,경기도,고양시,작은도서관,9:00,18:00,0,5014,0,50,3,7
영어마을도서관,대전광역시,유성구,작은도서관,10:00,17:00,20,5075,0,0,2,7
제주시기적의도서관,제주특별자치도,제주시,공공도서관,9:00,18:00,150,50951,80,3341,5,15
목포어린이도서관,전라남도,목포시,공공도서관,9:00,18:00,216,51407,2,656,678,5,14
청운효자동 북카페,서울특별시,종로구,작은도서관,10:00,18:00,37,5111,0,0,3,10
당산2동공립작은도서관,서울특별시,영등포구,작은도서관,10:00,17:00,10,5115,0,0,3,14
증산동 성산주민문고,서울특별시,은평구,작은도서관,13:00,20:00,30,5185,0,0,0,0
축구센터작은도서관,충청남도,천안시,작은도서관,10:00,17:00,22,5194,7,0,5,14
덕이도서관,경기도,고양시,공공도서관,7:00,23:00,168,51980,150,1164,7,14
칠평도서관,경상북도,경주시,공공도서관,08:00,21:00,128,52414,51,0,5,14
글마당작은도서관,전라북도,전주시,작은도서관,14:00,18:00,25,5264,0,0,2,7
단석도서관,경상북도,경주시,공공도서관,08:00,21:00,46,52743,31,0,5,14
아우내도서관,충청남도,천안시,공공도서관,08:00,22:00,40,52945,39,762,5,14
신안동작은도서관,충청남도,천안시,작은도서관,10:00,17:00,15,5304,5,0,5,14
증산정보도서관,서울특별시,은평구,공공도서관,09:00,22:00,511,53116,220,3761,5,14
조천도서관,제주특별자치도,제주시,공공도서관,9:00,22:00,125,53489,50,2269,5,15
부사동 마을문고,대전광역시,중구,공공도서관,9:00,18:00,20,5388,0,0,3,15
동부도서관,제주특별자치도,서귀포시,공공도서관,08:00,24:00,183,54778,28,5440,5,15
버드내작은도서관(유천2동마을문고),대전광역시,중구,공공도서관,13:00,18:00,14,5464,0,0,3,15
신방도서관,충청남도,천안시,공공도서관,08:00,22:00,278,54696,83,865,5,14
감포도서관,경상북도,경주시,공공도서관,08:00,21:00,12,54828,23,0,5,14
대조제일교회 꿈꾸는 도서관,서울특별시,은평구,작은도서관,12:30,17:30,40,5489,0,0,0,0
산성마을문고,대전광역시,중구,공공도서관,9:00,18:00,30,5495,0,0,3,15
식사도서관,경기도,고양시,공공도서관,7:00,23:00,194,55164,153,1360,7,14
성거도서관,충청남도,천안시,공공도서관,08:00,22:00,160,55504,37,235,5,14
가야2동책누리북카페,부산광역시,부산진구,작은도서관,09:00,18:00,30,5591,0,0,2,14
기적의도서관,제주특별자치도,서귀포시,공공도서관,08:00,24:00,280,56197,27,2402,5,14
완주군립고산도서관,전라북도,완주군,공공도서관,08:00,22:00,72,56096,31,2078,5,20
유니세프 작은도서관,부산광역시,금정구,작은도서관,10:00,19:00,25,5619,0,0,3,14
효경골 마을문고(갈현2동 주민센터),서울특별시,은평구,작은도서관,09:00,18:00,20,5656,0,0,0,0
애월도서관,제주특별자치도,제주시,공공도서관,8:00,22:00,155,56877,16,2005,5,15
지리산반달작은도서관,경상남도,하동군,작은도서관,10:00,18:00,20,5700,0,0,3,7
노은도서관,대전광역시,유성구,공공도서관,8:00,22:00,212,57205,82,1292,3,14
부평기적의도서관,인천광역시,부평구,공공도서관,9:00,18:00,300,58610,46,430,5,14
소흘도서관,경기도,포천시,공공도서관,09:00,00:00,285,58183,61,1351,7,14
본도작은도서관,서울특별시,동작구,작은도서관,9:00,18:00,30,5823,4,99,5,14
맑은누리작은도서관,전라북도,전주시,작은도서관,9:00,18:00,45,5835,0,0,3,7
아오스딩도서관,서울특별시,은평구,작은도서관,07:00,23:00,42,5840,0,0,0,0
목행나루작은도서관,충청북도,충주시,작은도서관,9:00,18:00,12,5845,4,0,5845,14
영주시립도서관,경상북도,영주시,공공도서관,09:00,22:00,340,58505,77,2342,3,15
안덕산방도서관,제주특별자치도,서귀포시,공공도서관,9:00,18:00,148,58950,15,3322,5,15
디지털도서관,경기도,용인시,공공도서관,10:00,19:00,44,5924,27,28373,7,21
무지개 작은도서관,부산광역시,사하구,작은도서관,9:00,21:00,6,5928,0,0,3,7
금정산 SK VIEW 북카페,부산광역시,금정구,작은도서관,13:00,18:00,25,5976,0,55,7,14
샘터 꿈의 도서관,부산광역시,남구,작은도서관,14:00,18:00,20,6000,60,100,16000,7
중앙꿈쟁이,제주특별자치도,서귀포시,작은도서관,13:00,20:00,50,6494,0,0,3,14
모현도서관,경기도,용인시,공공도서관,7:00,22:00,250,60055,88,708,7,21
표선도서관,제주특별자치도,서귀포시,공공도서관,9:00,18:00,154,60169,20,2371,5,15
영랑작은도서관,강원도,속초시,작은도서관,9:00,18:00,15,6047,3,0,2,7
중산작은도서관,전라북도,전주시,작은도서관,9:00,18:00,70,6062,0,0,4,14
익산부송도서관,전라북도,익산시,공공도서관,7:00,22:00,718,60787,73,2535,5,21
오이도작은도서관,경기도,시흥시,작은도서관,9:00,18:00,70,6090,5,73,6,14
달서구립본리도서관,대구광역시,달서구,공공도서관,09:00,20:00,210,61318,33,2013,10,15
돌다리작은도서관(석교동마을문고),대전광역시,중구,공공도서관,9:00,18:00,15,6140,0,0,3,15
군자도서관,경기도,시흥시,공공도서관,9:00,22:00,192,61505,35,1605,6,14
동매누리 작은도서관,부산광역시,사하구,작은도서관,9:00,21:00,6,6154,0,0,3,7
삼청공원 숲속도서관,서울특별시,종로구,작은도서관,10:00,18:00,40,6156,0,0,3,10
중곡문화체육센터도서관,서울특별시,광진구,공공도서관,9:00,22:00,259,61917,0,0,5,21
맑은샘도서관(문화2동마을문고),대전광역시,중구,공공도서관,9:00,18:00,24,6193,0,0,3,15
북카페사랑ING,경기도,군포시,작은도서관,10:00,18:00,74,6198,0,0,7,14
덕진도서관 아중분관,전라북도,전주시,공공도서관,9:00,22:00,129,62003,18,0,4,14
사북공공도서관,강원도,정선군,공공도서관,9:00,18:00,213,62064,,,6,14
이화마을 작은도서관,서울특별시,종로구,작은도서관,10:00,17:00,30,6248,0,0,3,10
이화마을 작은도서관,서울특별시,종로구,작은도서관,13:00,17:00,30,6248,0,0,3,10
인후문화의집 작은도서관,전라북도,전주시,작은도서관,10:00,18:00,40,6278,0,0,3,14
양정2동작은도서관,부산광역시,부산진구,작은도서관,09:00,18:00,40,6285,0,0,2,7
구서작은도서관,부산광역시,금정구,작은도서관,10:00,17:00,20,6298,42,0,3,14
안덕산방도서관,제주특별자치도,서귀포시,공공도서관,08:00,22:00,150,63378,28,3996,5,15
박물관작은도서관,충청남도,천안시,작은도서관,10:00,17:00,12,6304,6,525,5,14
물빛마을글방,서울특별시,은평구,작은도서관,09:30,17:30,30,6393,0,0,0,0
다대도서관,부산광역시,사하구,공공도서관,9:00,22:00,289,64399,57,9394,5,15
푸른누리 작은도서관,부산광역시,사하구,작은도서관,9:00,21:00,6,6444,0,0,3,7
양평1동공립작은도서관,서울특별시,영등포구,작은도서관,10:00,17:00,8,6447,0,0,3,14
강화도서관,인천광역시,강화군,공공도서관,8:00,22:00,241,64560,35,4354,5,14
표선도서관,제주특별자치도,서귀포시,공공도서관,08:00,22:00,382,65136,25,2647,5,15
지혜의 샘,부산광역시,금정구,작은도서관,14:00,17:00,42,6500,0,0,0,14
여수시립소라도서관,전라남도,여수시,공공도서관,07:30,22:00,114,65520,24,0,65520,288
여수시립돌산도서관,전라남도,여수시,공공도서관,07:30,22:00,144,65541,24,0,65541,288
태평1동 마을문고,대전광역시,중구,공공도서관,9:00,17:00,20,6557,0,0,3,15
일동도서관,경기도,포천시,공공도서관,09:00,00:00,260,66314,56,2608,7,14
보라도서관,경기도,용인시,공공도서관,7:00,0:00,540,68133,114,561,7,21
꿈샘도서관,서울특별시,은평구,작은도서관,14:00,17:30,16,6832,0,0,0,0
꿈꾸는 작은도서관,부산광역시,사하구,작은도서관,9:00,21:00,6,6842,0,0,3,7
망정작은도서관,경상북도,영천시,작은도서관,14:00,19:00,21,6845,5,0,3,14
다섯콩도서관,서울특별시,은평구,작은도서관,11:00,19:00,50,6858,0,0,0,0
금호작은도서관,전라북도,전주시,작은도서관,9:30,18:00,24,6885,0,0,2,7
성산일출도서관,제주특별자치도,서귀포시,공공도서관,9:00,18:00,122,68940,19,9909,5,15
열린점자작은도서관,전라북도,전주시,작은도서관,9:00,18:00,12,6924,0,19462,3,14
이천시립어린이도서관,경기도,이천시,어린이도서관,09:00,18:00,120,69289,38,4782,5,14
퇴계원도서관,경기도,남양주시,공공도서관,8:00,24:00,410,69382,129,2084,5,14
안심도서관,대구광역시,동구,공공도서관,09:00,18:00,215,69797,53,1965,5,15
